6;10;7;True;GreenYellow
7;10;6;True;GreenYellow
9;10;3;True;Black
9;10;6;True;Black
9;10;12;True;Brown
9;11;12;True;Brown
9;12;12;True;Gold
10;10;3;True;Black
10;10;6;True;Black
10;11;3;True;Black
10;11;6;True;Black
11;10;3;True;Black
11;10;6;True;Black
11;11;3;True;Black
11;11;6;True;Black
11;12;3;True;Black
11;12;4;True;Black
11;12;5;True;Black
11;12;6;True;Black
12;9;1;True;Blue
12;9;2;True;Blue
12;9;3;True;Blue
12;9;4;True;Blue
12;9;5;True;Blue
12;9;6;True;Blue
12;9;8;True;Blue
12;10;0;True;BurlyWood
12;10;1;True;BurlyWood
12;10;2;True;BurlyWood
12;10;3;True;Black
12;10;6;True;Black
12;10;7;True;BurlyWood
12;10;8;True;BurlyWood
12;10;9;True;BurlyWood
12;11;0;True;GreenYellow
12;11;1;True;GreenYellow
12;11;2;True;BurlyWood
12;11;3;True;Black
12;11;6;True;Black
12;11;7;True;GreenYellow
12;11;8;True;GreenYellow
12;11;9;True;GreenYellow
12;12;0;True;GreenYellow
12;12;1;True;GreenYellow
12;12;2;True;BurlyWood
12;12;3;True;Black
12;12;4;True;Black
12;12;5;True;Black
12;12;6;True;Black
12;12;7;True;GreenYellow
12;12;8;True;GreenYellow
12;12;9;True;GreenYellow
12;13;0;True;BurlyWood
12;13;1;True;BurlyWood
12;13;2;True;BurlyWood
12;13;3;True;BurlyWood
12;13;4;True;BurlyWood
12;13;5;True;BurlyWood
12;13;6;True;BurlyWood
12;13;7;True;BurlyWood
12;13;8;True;BurlyWood
12;13;9;True;BurlyWood
13;9;0;True;Blue
13;9;1;True;Red
13;9;2;True;Red
13;9;3;True;Red
13;9;4;True;Red
13;9;5;True;Red
13;9;6;True;Red
13;9;7;True;Red
13;9;8;True;Red
13;9;9;True;Blue
13;10;0;True;BurlyWood
13;10;9;True;BurlyWood
13;11;0;True;GreenYellow
13;11;9;True;GreenYellow
13;12;0;True;GreenYellow
13;12;9;True;GreenYellow
13;13;0;True;BurlyWood
13;13;9;True;BurlyWood
13;14;1;True;Brown
13;14;2;True;Brown
13;14;3;True;Brown
13;14;4;True;Brown
13;14;5;True;Brown
13;14;6;True;Brown
13;14;7;True;Brown
13;14;8;True;Brown
14;9;0;True;Blue
14;9;1;True;Red
14;9;2;True;Red
14;9;3;True;Red
14;9;4;True;Red
14;9;5;True;Red
14;9;6;True;Red
14;9;7;True;Red
14;9;8;True;Red
14;9;9;True;Blue
14;10;0;True;BurlyWood
14;10;9;True;BurlyWood
14;11;0;True;GreenYellow
14;11;9;True;GreenYellow
14;12;0;True;GreenYellow
14;12;9;True;GreenYellow
14;13;0;True;BurlyWood
14;13;9;True;BurlyWood
14;14;1;True;Brown
14;14;2;True;Brown
14;14;3;True;Brown
14;14;4;True;Brown
14;14;5;True;Brown
14;14;6;True;Brown
14;14;7;True;Brown
14;14;8;True;Brown
15;9;0;True;Blue
15;9;1;True;Red
15;9;2;True;Red
15;9;3;True;Red
15;9;4;True;Red
15;9;6;True;Red
15;9;7;True;Red
15;9;8;True;Red
15;9;9;True;Blue
15;10;0;True;Indigo
15;10;8;True;Black
15;10;9;True;Indigo
15;11;0;True;GreenYellow
15;11;8;True;Black
15;11;9;True;GreenYellow
15;12;0;True;GreenYellow
15;12;8;True;Black
15;12;9;True;GreenYellow
15;13;0;True;BurlyWood
15;13;8;True;Black
15;13;9;True;BurlyWood
15;14;1;True;Brown
15;14;2;True;Brown
15;14;3;True;Brown
15;14;4;True;Brown
15;14;5;True;Brown
15;14;6;True;Brown
15;14;7;True;Brown
15;14;8;True;Brown
